label,area,eccentricity,solidity,mean_intensity,perimeter,major_axis_length,minor_axis_length
1,175.0,0.45444125698881654,0.9259259259259259,0.30119889974594116,48.87005768508881,15.832490460160658,14.103213735374522
2,101.0,0.20429494399965772,0.9181818181818182,0.28631335496902466,36.14213562373095,11.471752166617415,11.229805810336805
3,169.0,0.7033026378024835,0.9337016574585635,0.2162199765443802,49.21320343559643,17.432051495359605,12.39228098880297
4,120.0,0.7860061608641917,0.916030534351145,0.2871895432472229,41.798989873223334,15.743962903286922,9.733211693870782
5,98.0,0.3315507238092276,0.98,0.267306923866272,33.55634918610404,11.485010794086577,10.835388660598602
6,115.0,0.44306861105069933,0.92,0.20088662207126617,39.55634918610404,12.819558915447221,11.49257695612236
7,288.0,0.7977528323473075,0.9028213166144201,0.2646105885505676,68.87005768508881,25.391780776391442,15.310852577763232
8,102.0,0.5727570043878869,0.9622641509433962,0.27935412526130676,35.31370849898477,12.595162513362787,10.324572190270905
9,143.0,0.18038907991453695,0.9862068965517241,0.24223226308822632,40.97056274847714,13.594520705144467,13.371507125122537
